timestamp,station_name,input_count,output_count,line_number,crowed_time_rate,is_crowed_station,is_weekend,is_holiday
2024-01-01 06:00:00,Tajrish,31,0,Line1,0.8,True,0,0
2024-01-01 06:06:00,Shariati,9,6,Line1,0.8,False,0,0
2024-01-01 06:12:00,Beheshti,5,10,Line1,0.8,False,0,0
2024-01-01 06:18:00,Dowlat,11,12,Line1,0.8,True,0,0
2024-01-01 06:24:00,Mohamadieh,18,17,Line1,0.8,True,0,0
2024-01-01 06:30:00,Kahrizak,0,29,Line1,0.8,False,0,0
2024-01-01 06:00:00,Sanat,39,0,Line2,0.8,False,0,0
2024-01-01 06:06:00,Valiasr,11,14,Line2,0.8,True,0,0
2024-01-01 06:12:00,Theather,10,8,Line2,0.8,True,0,0
2024-01-01 06:18:00,Mohamadieh,13,14,Line2,0.8,True,0,0
2024-01-01 06:24:00,Heravi,10,12,Line2,0.8,False,0,0
2024-01-01 06:30:00,Basij,0,35,Line2,0.8,False,0,0
2024-01-01 06:00:00,Sattari,25,0,Line3,0.8,False,0,0
2024-01-01 06:06:00,Valiasr,10,12,Line3,0.8,True,0,0
2024-01-01 06:12:00,Jahad,7,8,Line3,0.8,False,0,0
2024-01-01 06:18:00,Beheshti,14,13,Line3,0.8,False,0,0
2024-01-01 06:24:00,Heravi,9,6,Line3,0.8,False,0,0
2024-01-01 06:30:00,Ghaem,0,26,Line3,0.8,False,0,0
2024-01-01 06:00:00,Azadi,26,0,Line4,0.8,False,0,0
2024-01-01 06:06:00,Theather,6,13,Line4,0.8,True,0,0
2024-01-01 06:12:00,ferdowsi,8,8,Line4,0.8,False,0,0
2024-01-01 06:18:00,Dowlat,7,15,Line4,0.8,True,0,0
2024-01-01 06:24:00,Shemiran,10,4,Line4,0.8,False,0,0
2024-01-01 06:30:00,Booali,0,17,Line4,0.8,False,0,0
2024-01-01 06:06:00,Tajrish,28,0,Line1,0.8,True,0,0
2024-01-01 06:12:00,Shariati,11,5,Line1,0.8,False,0,0
2024-01-01 06:18:00,Beheshti,5,18,Line1,0.8,False,0,0
2024-01-01 06:24:00,Dowlat,8,14,Line1,0.8,True,0,0
2024-01-01 06:30:00,Mohamadieh,11,15,Line1,0.8,True,0,0
2024-01-01 06:36:00,Kahrizak,0,11,Line1,0.8,False,0,0
2024-01-01 06:06:00,Sanat,33,0,Line2,0.8,False,0,0
2024-01-01 06:12:00,Valiasr,10,13,Line2,0.8,True,0,0
2024-01-01 06:18:00,Theather,10,16,Line2,0.8,True,0,0
2024-01-01 06:24:00,Mohamadieh,8,9,Line2,0.8,True,0,0
2024-01-01 06:30:00,Heravi,9,7,Line2,0.8,False,0,0
2024-01-01 06:36:00,Basij,0,25,Line2,0.8,False,0,0
2024-01-01 06:06:00,Sattari,40,0,Line3,0.8,False,0,0
2024-01-01 06:12:00,Valiasr,8,12,Line3,0.8,True,0,0
2024-01-01 06:18:00,Jahad,8,12,Line3,0.8,False,0,0
2024-01-01 06:24:00,Beheshti,7,12,Line3,0.8,False,0,0
2024-01-01 06:30:00,Heravi,9,7,Line3,0.8,False,0,0
2024-01-01 06:36:00,Ghaem,0,29,Line3,0.8,False,0,0
2024-01-01 06:06:00,Azadi,36,0,Line4,0.8,False,0,0
2024-01-01 06:12:00,Theather,7,12,Line4,0.8,True,0,0
2024-01-01 06:18:00,ferdowsi,10,6,Line4,0.8,False,0,0
2024-01-01 06:24:00,Dowlat,7,14,Line4,0.8,True,0,0
2024-01-01 06:30:00,Shemiran,13,8,Line4,0.8,False,0,0
2024-01-01 06:36:00,Booali,0,33,Line4,0.8,False,0,0
2024-01-01 06:12:00,Tajrish,29,0,Line1,0.8,True,0,0
2024-01-01 06:18:00,Shariati,10,8,Line1,0.8,False,0,0
2024-01-01 06:24:00,Beheshti,3,15,Line1,0.8,False,0,0
2024-01-01 06:30:00,Dowlat,8,17,Line1,0.8,True,0,0
2024-01-01 06:36:00,Mohamadieh,5,10,Line1,0.8,True,0,0
2024-01-01 06:42:00,Kahrizak,0,5,Line1,0.8,False,0,0
2024-01-01 06:12:00,Sanat,36,0,Line2,0.8,False,0,0
2024-01-01 06:18:00,Valiasr,7,14,Line2,0.8,True,0,0
2024-01-01 06:24:00,Theather,11,16,Line2,0.8,True,0,0
2024-01-01 06:30:00,Mohamadieh,12,16,Line2,0.8,True,0,0
2024-01-01 06:36:00,Heravi,6,8,Line2,0.8,False,0,0
2024-01-01 06:42:00,Basij,0,18,Line2,0.8,False,0,0
2024-01-01 06:12:00,Sattari,20,0,Line3,0.8,False,0,0
2024-01-01 06:18:00,Valiasr,11,10,Line3,0.8,True,0,0
2024-01-01 06:24:00,Jahad,4,6,Line3,0.8,False,0,0
2024-01-01 06:30:00,Beheshti,10,11,Line3,0.8,False,0,0
2024-01-01 06:36:00,Heravi,9,8,Line3,0.8,False,0,0
2024-01-01 06:42:00,Ghaem,0,19,Line3,0.8,False,0,0
2024-01-01 06:12:00,Azadi,29,0,Line4,0.8,False,0,0
2024-01-01 06:18:00,Theather,12,13,Line4,0.8,True,0,0
2024-01-01 06:24:00,ferdowsi,7,6,Line4,0.8,False,0,0
2024-01-01 06:30:00,Dowlat,11,16,Line4,0.8,True,0,0
2024-01-01 06:36:00,Shemiran,8,5,Line4,0.8,False,0,0
2024-01-01 06:42:00,Booali,0,27,Line4,0.8,False,0,0
2024-01-01 06:18:00,Tajrish,22,0,Line1,0.8,True,0,0
2024-01-01 06:24:00,Shariati,9,5,Line1,0.8,False,0,0
2024-01-01 06:30:00,Beheshti,15,15,Line1,0.8,False,0,0
2024-01-01 06:36:00,Dowlat,7,14,Line1,0.8,True,0,0
2024-01-01 06:42:00,Mohamadieh,5,15,Line1,0.8,True,0,0
2024-01-01 06:48:00,Kahrizak,0,9,Line1,0.8,False,0,0
2024-01-01 06:18:00,Sanat,32,0,Line2,0.8,False,0,0
2024-01-01 06:24:00,Valiasr,7,13,Line2,0.8,True,0,0
2024-01-01 06:30:00,Theather,14,15,Line2,0.8,True,0,0
2024-01-01 06:36:00,Mohamadieh,12,14,Line2,0.8,True,0,0
2024-01-01 06:42:00,Heravi,9,12,Line2,0.8,False,0,0
2024-01-01 06:48:00,Basij,0,20,Line2,0.8,False,0,0
2024-01-01 06:18:00,Sattari,30,0,Line3,0.8,False,0,0
2024-01-01 06:24:00,Valiasr,8,9,Line3,0.8,True,0,0
2024-01-01 06:30:00,Jahad,13,12,Line3,0.8,False,0,0
2024-01-01 06:36:00,Beheshti,12,15,Line3,0.8,False,0,0
2024-01-01 06:42:00,Heravi,7,6,Line3,0.8,False,0,0
2024-01-01 06:48:00,Ghaem,0,28,Line3,0.8,False,0,0
2024-01-01 06:18:00,Azadi,25,0,Line4,0.8,False,0,0
2024-01-01 06:24:00,Theather,8,7,Line4,0.8,True,0,0
2024-01-01 06:30:00,ferdowsi,5,12,Line4,0.8,False,0,0
2024-01-01 06:36:00,Dowlat,4,19,Line4,0.8,True,0,0
2024-01-01 06:42:00,Shemiran,5,4,Line4,0.8,False,0,0
2024-01-01 06:48:00,Booali,0,5,Line4,0.8,False,0,0
2024-01-01 06:24:00,Tajrish,23,0,Line1,0.8,True,0,0
2024-01-01 06:30:00,Shariati,9,7,Line1,0.8,False,0,0
2024-01-01 06:36:00,Beheshti,10,11,Line1,0.8,False,0,0
2024-01-01 06:42:00,Dowlat,8,12,Line1,0.8,True,0,0
2024-01-01 06:48:00,Mohamadieh,7,12,Line1,0.8,True,0,0
2024-01-01 06:54:00,Kahrizak,0,15,Line1,0.8,False,0,0
2024-01-01 06:24:00,Sanat,31,0,Line2,0.8,False,0,0
2024-01-01 06:30:00,Valiasr,15,17,Line2,0.8,True,0,0
2024-01-01 06:36:00,Theather,4,14,Line2,0.8,True,0,0
2024-01-01 06:42:00,Mohamadieh,9,10,Line2,0.8,True,0,0
2024-01-01 06:48:00,Heravi,10,5,Line2,0.8,False,0,0
2024-01-01 06:54:00,Basij,0,23,Line2,0.8,False,0,0
2024-01-01 06:24:00,Sattari,24,0,Line3,0.8,False,0,0
2024-01-01 06:30:00,Valiasr,11,12,Line3,0.8,True,0,0
2024-01-01 06:36:00,Jahad,6,6,Line3,0.8,False,0,0
2024-01-01 06:42:00,Beheshti,6,19,Line3,0.8,False,0,0
2024-01-01 06:48:00,Heravi,5,8,Line3,0.8,False,0,0
2024-01-01 06:54:00,Ghaem,0,7,Line3,0.8,False,0,0
2024-01-01 06:24:00,Azadi,35,0,Line4,0.8,False,0,0
2024-01-01 06:30:00,Theather,8,20,Line4,0.8,True,0,0
2024-01-01 06:36:00,ferdowsi,6,6,Line4,0.8,False,0,0
2024-01-01 06:42:00,Dowlat,8,13,Line4,0.8,True,0,0
2024-01-01 06:48:00,Shemiran,8,2,Line4,0.8,False,0,0
2024-01-01 06:54:00,Booali,0,24,Line4,0.8,False,0,0
2024-01-01 06:30:00,Tajrish,23,0,Line1,0.8,True,0,0
2024-01-01 06:36:00,Shariati,16,8,Line1,0.8,False,0,0
2024-01-01 06:42:00,Beheshti,8,15,Line1,0.8,False,0,0
2024-01-01 06:48:00,Dowlat,11,13,Line1,0.8,True,0,0
2024-01-01 06:54:00,Mohamadieh,12,15,Line1,0.8,True,0,0
2024-01-01 07:00:00,Kahrizak,0,19,Line1,0.8,False,0,0
2024-01-01 06:30:00,Sanat,35,0,Line2,0.8,False,0,0
2024-01-01 06:36:00,Valiasr,10,19,Line2,0.8,True,0,0
2024-01-01 06:42:00,Theather,12,10,Line2,0.8,True,0,0
2024-01-01 06:48:00,Mohamadieh,8,7,Line2,0.8,True,0,0
2024-01-01 06:54:00,Heravi,7,3,Line2,0.8,False,0,0
2024-01-01 07:00:00,Basij,0,33,Line2,0.8,False,0,0
2024-01-01 06:30:00,Sattari,30,0,Line3,0.8,False,0,0
2024-01-01 06:36:00,Valiasr,9,21,Line3,0.8,True,0,0
